vehicleType,heading,dir,16:30-16:45,16:45-17:00,17:00-17:15,17:15-17:30
car,SB,Peds,0,1,0,0
car,SB,R,2,1,4,3
car,SB,T,86,84,104,89
car,SB,L,1,5,4,3
car,WB,Peds,0,0,1,2
car,WB,R,1,0,0,0
car,WB,T,21,25,35,28
car,WB,L,22,17,24,14
car,NB,Peds,5,3,5,1
car,NB,R,17,14,16,11
car,NB,T,79,77,84,98
car,NB,L,5,8,16,11
car,EB,Peds,2,4,3,4
car,EB,R,9,8,7,5
car,EB,T,18,25,16,10
car,EB,L,3,0,3,4
truck,SB,Peds,0,0,0,0
truck,SB,R,0,0,0,0
truck,SB,T,2,3,3,4
truck,SB,L,0,0,0,0
truck,WB,Peds,0,0,0,0
truck,WB,R,0,0,0,0
truck,WB,T,1,0,0,0
truck,WB,L,1,1,1,1
truck,NB,Peds,0,0,0,0
truck,NB,R,0,1,0,1
truck,NB,T,3,3,1,0
truck,NB,L,0,0,0,0
truck,EB,Peds,0,0,0,0
truck,EB,R,0,0,0,0
truck,EB,T,0,1,0,1
truck,EB,L,0,0,0,0
bicycle,SB,Peds,0,0,0,0
bicycle,SB,R,0,0,0,0
bicycle,SB,T,0,0,1,0
bicycle,SB,L,0,0,0,0
bicycle,WB,Peds,0,0,0,0
bicycle,WB,R,0,0,0,0
bicycle,WB,T,0,1,0,1
bicycle,WB,L,0,0,0,0
bicycle,NB,Peds,0,0,0,0
bicycle,NB,R,0,0,0,0
bicycle,NB,T,0,1,2,2
bicycle,NB,L,0,0,0,0
bicycle,EB,Peds,0,0,0,0
bicycle,EB,R,0,0,0,0
bicycle,EB,T,1,0,0,1
bicycle,EB,L,0,0,0,0
