vehicleType,heading,dir,16:30-16:45,16:45-17:00,17:00-17:15,17:15-17:30
car,SB,Peds,6,0,2,2
car,SB,R,27,12,13,21
car,SB,T,45,41,54,34
car,SB,L,1,4,6,8
car,WB,Peds,0,1,0,1
car,WB,R,1,3,5,4
car,WB,T,82,80,79,91
car,WB,L,32,29,21,28
car,NB,Peds,3,8,1,1
car,NB,R,54,50,43,52
car,NB,T,97,82,77,98
car,NB,L,4,5,5,2
car,EB,Peds,2,6,5,0
car,EB,R,0,2,4,1
car,EB,T,61,49,47,55
car,EB,L,2,1,4,2
truck,SB,Peds,0,0,0,0
truck,SB,R,1,0,0,1
truck,SB,T,0,0,0,0
truck,SB,L,0,0,0,0
truck,WB,Peds,0,0,0,0
truck,WB,R,0,0,0,0
truck,WB,T,2,2,1,1
truck,WB,L,2,0,1,3
truck,NB,Peds,0,0,0,0
truck,NB,R,3,0,1,0
truck,NB,T,0,1,0,0
truck,NB,L,1,0,0,0
truck,EB,Peds,0,0,0,0
truck,EB,R,0,0,0,0
truck,EB,T,4,1,1,1
truck,EB,L,0,0,0,0
bicycle,SB,Peds,0,0,0,0
bicycle,SB,R,0,0,0,0
bicycle,SB,T,0,0,0,1
bicycle,SB,L,0,0,2,0
bicycle,WB,Peds,0,0,0,0
bicycle,WB,R,0,0,0,0
bicycle,WB,T,0,1,2,0
bicycle,WB,L,0,0,2,0
bicycle,NB,Peds,0,0,0,0
bicycle,NB,R,0,0,1,0
bicycle,NB,T,1,2,3,0
bicycle,NB,L,0,0,0,0
bicycle,EB,Peds,0,0,0,0
bicycle,EB,R,0,0,0,0
bicycle,EB,T,0,0,0,1
bicycle,EB,L,0,0,0,0
