vehicleType,heading,dir,07:45-08:00,08:00-08:15,08:15-08:30,08:30-08:45
car,SB,Peds,0,0,0,0
car,SB,R,11,4,8,15
car,SB,T,33,36,35,42
car,SB,L,3,1,4,5
car,WB,Peds,0,0,0,0
car,WB,R,1,0,3,6
car,WB,T,43,47,50,51
car,WB,L,19,20,8,9
car,NB,Peds,0,0,0,0
car,NB,R,71,66,62,68
car,NB,T,88,72,68,72
car,NB,L,1,0,0,0
car,EB,Peds,0,0,0,0
car,EB,R,1,2,2,2
car,EB,T,67,87,70,70
car,EB,L,3,9,3,8
truck,SB,Peds,0,0,0,0
truck,SB,R,0,0,0,0
truck,SB,T,0,0,0,0
truck,SB,L,0,0,0,0
truck,WB,Peds,0,0,0,0
truck,WB,R,0,0,0,0
truck,WB,T,4,4,2,5
truck,WB,L,1,0,0,0
truck,NB,Peds,0,0,0,0
truck,NB,R,0,0,1,1
truck,NB,T,0,0,0,0
truck,NB,L,0,0,1,0
truck,EB,Peds,0,0,0,0
truck,EB,R,0,0,0,0
truck,EB,T,4,6,4,4
truck,EB,L,0,0,0,0
bicycle,SB,Peds,0,0,0,0
bicycle,SB,R,0,0,0,0
bicycle,SB,T,0,1,0,2
bicycle,SB,L,0,0,0,0
bicycle,WB,Peds,0,0,0,0
bicycle,WB,R,0,0,0,0
bicycle,WB,T,0,1,0,0
bicycle,WB,L,1,0,0,1
bicycle,NB,Peds,0,0,0,0
bicycle,NB,R,1,0,0,0
bicycle,NB,T,0,0,1,0
bicycle,NB,L,0,0,0,0
bicycle,EB,Peds,0,0,0,0
bicycle,EB,R,0,0,0,0
bicycle,EB,T,2,1,0,0
bicycle,EB,L,0,0,0,0
