vehicleType,heading,dir,16:30-16:45,16:45-17:00,17:00-17:15,17:15-17:30
car,SB,Peds,0,0,0,0
car,SB,R,1,2,1,0
car,SB,T,157,155,136,131
car,SB,L,6,7,1,0
car,WB,Peds,0,0,0,0
car,WB,R,0,0,0,0
car,WB,T,1,0,2,1
car,WB,L,10,11,14,19
car,NB,Peds,0,0,1,0
car,NB,R,64,85,81,83
car,NB,T,0,0,0,0
car,NB,L,2,1,1,2
car,EB,Peds,1,0,0,0
car,EB,R,1,1,1,1
car,EB,T,1,3,2,0
car,EB,L,0,0,0,0
truck,SB,Peds,0,0,0,0
truck,SB,R,0,0,0,0
truck,SB,T,1,0,1,0
truck,SB,L,0,0,0,0
truck,WB,Peds,0,0,0,0
truck,WB,R,0,0,0,0
truck,WB,T,0,0,0,0
truck,WB,L,0,0,1,1
truck,NB,Peds,0,0,0,0
truck,NB,R,0,1,0,1
truck,NB,T,0,0,0,0
truck,NB,L,0,1,0,0
truck,EB,Peds,0,0,0,0
truck,EB,R,0,0,0,0
truck,EB,T,0,0,0,0
truck,EB,L,0,0,0,0
bicycle,SB,Peds,0,0,0,0
bicycle,SB,R,0,0,0,0
bicycle,SB,T,1,2,4,1
bicycle,SB,L,0,0,1,0
bicycle,WB,Peds,0,0,0,0
bicycle,WB,R,0,0,0,0
bicycle,WB,T,0,1,0,0
bicycle,WB,L,0,0,0,1
bicycle,NB,Peds,0,0,0,0
bicycle,NB,R,0,0,0,0
bicycle,NB,T,0,0,1,0
bicycle,NB,L,0,0,0,0
bicycle,EB,Peds,0,0,0,0
bicycle,EB,R,0,0,0,0
bicycle,EB,T,0,0,0,0
bicycle,EB,L,0,0,0,0
