vehicleType,heading,dir,07:30-07:45,07:45-08:00,08:00-08:15,08:15-08:30
car,SB,Peds,0,0,0,0
car,SB,R,1,0,0,0
car,SB,T,146,143,138,138
car,SB,L,2,2,3,3
car,WB,Peds,0,0,0,0
car,WB,R,0,0,0,0
car,WB,T,0,0,0,0
car,WB,L,24,20,27,13
car,NB,Peds,1,2,0,2
car,NB,R,49,50,51,53
car,NB,T,0,0,0,0
car,NB,L,0,1,0,0
car,EB,Peds,0,1,0,0
car,EB,R,3,1,0,2
car,EB,T,2,1,1,1
car,EB,L,0,0,0,0
truck,SB,Peds,0,0,0,0
truck,SB,R,0,0,0,0
truck,SB,T,3,4,2,2
truck,SB,L,0,0,0,0
truck,WB,Peds,0,0,0,0
truck,WB,R,0,0,0,0
truck,WB,T,0,0,0,0
truck,WB,L,1,1,0,0
truck,NB,Peds,0,0,0,0
truck,NB,R,1,0,0,0
truck,NB,T,0,0,0,0
truck,NB,L,0,0,1,0
truck,EB,Peds,0,0,0,0
truck,EB,R,0,0,0,1
truck,EB,T,0,0,0,0
truck,EB,L,0,0,0,0
bicycle,SB,Peds,0,0,0,0
bicycle,SB,R,0,0,0,0
bicycle,SB,T,1,0,1,0
bicycle,SB,L,0,0,1,0
bicycle,WB,Peds,0,0,0,0
bicycle,WB,R,0,0,0,0
bicycle,WB,T,0,0,0,0
bicycle,WB,L,0,0,1,0
bicycle,NB,Peds,0,0,0,0
bicycle,NB,R,1,2,0,1
bicycle,NB,T,0,0,0,0
bicycle,NB,L,0,0,0,0
bicycle,EB,Peds,0,0,0,0
bicycle,EB,R,0,0,0,0
bicycle,EB,T,0,0,0,0
bicycle,EB,L,0,0,0,0
